OBJECTID,EPA Region,EPA Program,EPA ID,Site Name,Feature Class,Feature Type,Feature Name,Feature Description,Last Change Date,Original Creation Date,Feature Source,Feature Info URL,Feature Info URL Description,Projection Used,GIS Area,GIS Area Units,Data Disclaimer,Site Info URL,Site NPL Status,Site Federal Facility Determination,Site Address,Site Address Comment,Site City,Site County,Site State,Site Zip,Site RPM,Site RPM Phone,Site RPM Email,ORIG_FID,POINT_X,POINT_Y
2247,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Calbag Metals,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,6.760537768,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2247,-122.730002,45.55692225
2248,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Mt. Hood Chemicals Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,5.446469046,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2248,-122.7303539,45.55463026
2249,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Guilds Lake Railyard Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,25.45788356,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2249,-122.7264942,45.55036051
2250,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Univar Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,19.16066931,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2250,-122.7227702,45.54861455
2251,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Container Recovery Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,17.62622153,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2251,-122.7214425,45.54855855
2252,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Wirfs Property Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,5.500098524,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2252,-122.7178822,45.54778578
2253,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Paco Pumps Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,5.529990363,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2253,-122.7117623,45.54194488
2254,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Terminal 2 Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,55.09066075,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2254,-122.7020623,45.5479919
2255,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Sulzer Pump Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,47.07964769,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2255,-122.6959364,45.54424026
2256,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Terminal 1 North Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,33.4938065,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2256,-122.6928697,45.54189898
2257,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,UPRR Albina Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,21.66769169,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2257,-122.6961282,45.55791014
2258,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,UPRR Albina Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,411.7367402,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2258,-122.6869673,45.5472711
2259,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Goldendale Aluminum Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,25.21973046,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2259,-122.6910329,45.54704425
2260,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Glacier Northwest Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,10.91752743,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2260,-122.6783803,45.53782481
2261,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Pacific Corp Albina Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,3.596361976,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2261,-122.6778946,45.5385717
2262,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Pacific Corp Albina Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,0.825139328,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2262,-122.6776675,45.53929363
2263,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Cargill-Irving Grain Elevator Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,10.00092218,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2263,-122.6747181,45.53524501
2264,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Tarr Inc Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,1.634709989,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2264,-122.6743069,45.54058934
2265,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Westinghouse Property (Former) Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,1.292199325,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2265,-122.6722602,45.537481
2266,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Centennial Mills Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,8.683423775,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2266,-122.6801539,45.53366655
2267,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Galvanizers Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,7.015630369,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2267,-122.71208,45.53996218
2268,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Calbag Metals Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,4.614163553,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2268,-122.7035704,45.54095726
2269,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Cason Oil Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,7.235537785,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2269,-122.719839,45.54474845
2270,10,Superfund Remedial,ORSFN1002155,PORTLAND HARBOR,5,<Null>,Cason Oil Site Boundary,"The Site includes an in-river and an upland portion of the lower Williamette River. The site covers approximately 2,190 acres and extends from river mile 1.9 (upriver end of the Port of Portland's Terminal 5) to river mile 11.8 (near the Broadway Bridge). ",2020-07-29 13:38,2020-03-25 23:59,ODEQ Upland Area Map,https://www.oregon.gov/deq/Hazards-and-Cleanup/CleanupSites/Pages/Portland-Harbor.aspx,ODEQ Map,,2.592727887,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://www.oregon.gov/deq/FilterDocs/PortlandHarborMap.pdf,,,,The site is located on around a strech of the Willamette River. The strech extends from Sauvie Island to just upriver from the N Steel Bridge. ,,,,,,,,2270,-122.7195606,45.54399759
